datetime,atm_id,operation_value
2018-02-26,74,633.4889413787
2018-02-27,74,518.4054112086001
2018-02-28,74,1458.1365686063
2018-03-01,74,1360.4685419797001
2018-03-02,74,1349.8780330695
2018-03-03,74,557.1784410567
2018-03-04,74,-30.741893922899994
2018-03-05,74,804.4374060555
2018-03-06,74,1246.973588147
2018-03-07,74,2200.3547348083002
2018-03-08,74,699.3560231909
2018-03-09,74,472.5720420876
2018-03-10,74,524.1713549497
2018-03-11,74,283.8550569035
2018-03-12,74,693.4135709694
2018-03-13,74,844.799012241
2018-03-14,74,311.21387159200003
2018-03-15,74,813.5864290318
2018-03-16,74,702.7979385864
2018-03-17,74,872.893278935
2018-03-18,74,256.23147949279996
2018-03-19,74,572.6229332190001
2018-03-20,74,1472.1395748333
2018-03-21,74,478.92634743430006
2018-03-22,74,505.2555293112
2018-03-23,74,1317.4887266476
2018-03-24,74,516.2873094265
2018-03-25,74,610.4251664163
2018-03-26,74,325.1286235784
2018-03-27,74,428.4743397037
2018-03-28,74,622.4865793431
2018-03-29,74,219.9884045526
2018-03-30,74,1883.7573545213
2018-03-31,74,729.4213012672
2018-04-01,74,426.7092548855
2018-04-02,74,1389.8866222894
2018-04-03,74,303.4474983895
2018-04-04,74,368.9909813185
2018-04-05,74,932.4648915612
2018-04-06,74,1279.0687137644
2018-04-07,74,168.3890916896
2018-04-08,74,228.04895855700002
2018-04-09,74,1197.3158685855
2018-04-10,74,1500.5280223325
2018-04-11,74,722.6845608759
2018-04-12,74,738.3055615199
2018-04-13,74,2094.3319733746002
2018-04-14,74,662.9364397682
2018-04-15,74,350.3693364825
2018-04-16,74,2163.1702812974
2018-04-17,74,1562.6001717852
2018-04-18,74,1140.5683916691
2018-04-19,74,892.7504831438
2018-04-20,74,1320.4305346794
2018-04-21,74,-43.24457805440001
2018-04-22,74,293.12175220119997
2018-04-23,74,1116.4455658159
2018-04-24,74,1179.4002576775
2018-04-25,74,1257.5052608977
2018-04-26,74,1990.2802233215
2018-04-27,74,2086.1243289664
2018-04-28,74,2694.0783766373
2018-04-29,74,496.3418509771
2018-04-30,74,152.3856560015
2018-05-01,74,231.07902082900003
2018-05-02,74,239.5220098775
2018-05-03,74,1386.8565600171
2018-05-04,74,1535.8297187034
2018-05-05,74,923.2864505051
2018-05-06,74,
2018-05-07,74,1054.1380717202
2018-05-08,74,946.9385870736
2018-05-09,74,18.150955551000003
2018-05-10,74,788.2868799658
2018-05-11,74,1332.3742752846
2018-05-12,74,-116.49559802409999
2018-05-13,74,-113.34786343180001
2018-05-14,74,433.9461026411
2018-05-15,74,1725.3704101351
2018-05-16,74,1182.4597380279
2018-05-17,74,1104.5018252097
2018-05-18,74,869.2160188967999
2018-05-19,74,117.34872235350001
2018-05-20,74,214.0165342495
2018-05-21,74,1444.604251664
2018-05-22,74,1036.2812969721
2018-05-23,74,997.4788490447
2018-05-24,74,487.810607688
2018-05-25,74,803.6431178873
2018-05-26,74,109.1704960275
2018-05-27,74,42.18552716370001
2018-05-28,74,699.6207859148001
2018-05-29,74,1216.702383509
2018-05-30,74,1273.9793858706
2018-05-31,74,2810.868155464
2018-06-01,74,2304.2299763799
2018-06-02,74,767.9295683918
2018-06-03,74,456.539188319
2018-06-04,74,1733.4898003008
2018-06-05,74,1182.0184668246
2018-06-06,74,854.6540691435
2018-06-07,74,1491.5555078381
2018-06-08,74,1805.2993343355
2018-06-09,74,2167.1417221388
2018-06-10,74,379.5520721496
2018-06-11,74,612.0725789128
2018-06-12,74,24.6523512993
2018-06-13,74,1669.9467468328
2018-06-14,74,955.0873953185
2018-06-15,74,1604.0796650202
2018-06-16,74,32.565814902300005
2018-06-17,74,417.76615847140005
2018-06-18,74,1929.5318874814
2018-06-19,74,1101.2070002146
2018-06-20,74,1239.4719776681
2018-06-21,74,1126.1535323167
2018-06-22,74,802.4958127535
2018-06-23,74,802.9076658792
2018-06-24,74,169.2127979386
2018-06-25,74,974.5915825642
2018-06-26,74,769.9594159336
2018-06-27,74,702.3860854624
2018-06-28,74,696.1494524375
2018-06-29,74,1663.5630234058
2018-06-30,74,227.1369980677
2018-07-01,74,85.8713764223
2018-07-02,74,1597.0781619073
2018-07-03,74,1734.3135065493
2018-07-04,74,994.8606398961
2018-07-05,74,1679.3016963713
2018-07-06,74,1339.1110156746
2018-07-07,74,301.5353231693
2018-07-08,74,273.23512991210004
2018-07-09,74,1945.2999785277
2018-07-10,74,2853.6714623147
2018-07-11,74,1066.7584281726
2018-07-12,74,633.8419583429
2018-07-13,74,1675.6244363324001
2018-07-14,74,521.1707107586001
2018-07-15,74,162.1524586645
2018-07-16,74,943.3289886194801
2018-07-17,74,263.0564741249
2018-07-18,74,1490.0846038229
2018-07-19,74,1333.4039080958
2018-07-20,74,1383.8853339076
2018-07-21,74,1145.3341206783
2018-07-22,74,680.2048529097
2018-07-23,74,665.8488297181999
2018-07-24,74,1343.8473266057
2018-07-25,74,19.1217522011
2018-07-26,74,832.4787202064199
2018-07-27,74,1178.3412067852
2018-07-28,74,-16.59179729459999
2018-07-29,74,190.04079879750003
2018-07-30,74,2894.3272493024
2018-07-31,74,2311.496242217
2018-08-01,74,1608.4923770668
2018-08-02,74,916.7556366759
2018-08-03,74,1311.6933648267
2018-08-04,74,334.3070646336
2018-08-05,74,32.918831865900025
2018-08-06,74,1639.2342709911
2018-08-07,74,1307.3983251026
2018-08-08,74,1235.6623362681999
2018-08-09,74,1534.56474125
2018-08-10,74,2512.5982392107
2018-08-11,74,603.6884260252
2018-08-12,74,399.4386944383
2018-08-13,74,1067.3467897787
2018-08-14,74,791.0227614345
2018-08-15,74,578.8889843249
2018-08-16,74,2089.6544986048
2018-08-17,74,1086.8215589443
2018-08-18,74,464.7174146452
2018-08-19,74,492.1939016531
2018-08-20,74,1012.0407987991
2018-08-21,74,1666.2694867947
2018-08-22,74,1549.2737814038
2018-08-23,74,1976.7184882976
2018-08-24,74,1806.8879106725
2018-08-25,74,594.4511488083
2018-08-26,74,-51.4816405413
2018-08-27,74,1114.3274640332
2018-08-28,74,1372.5005368264
2018-08-29,74,1072.4655357531
2018-08-30,74,1330.8739531901
2018-08-31,74,1593.8127549928
2018-09-01,74,1081.05561520327
2018-09-02,74,883.38376637351
2018-09-03,74,3711.2673394901003
2018-09-04,74,2708.2578913474
2018-09-05,74,1245.5615202919
2018-09-06,74,1103.6192828006
2018-09-07,74,2601.352587502
2018-09-08,74,-5.295254455699999
2018-09-09,74,1295.8576121969102
2018-09-10,74,1136.4763366976301
2018-09-11,74,1704.5129911957001
2018-09-12,74,1265.4481425821
2018-09-13,74,1360.3508696581
2018-09-14,74,2213.1810178226
2018-09-15,74,289.2091475194
2018-09-16,74,512.9630663516
2018-09-17,74,179.2149452438
2018-09-18,74,2726.0264118537
2018-09-19,74,1246.9735881469
2018-09-20,74,2142.077517715
2018-09-21,74,2249.3946746839
2018-09-22,74,742.4240927632001
2018-09-23,74,301.8589220531
2018-09-24,74,2629.7704530814
2018-09-25,74,654.0521795149
2018-09-26,74,2297.2284732671
2018-09-27,74,1693.304702599
2018-09-28,74,937.6130556153
2018-09-29,74,553.5600171783
2018-09-30,74,300.9175434836
2017-08-03,85,7.8546274427
2017-08-04,85,15.326819841199999
2017-08-05,85,32.389306420400004
2017-08-06,85,3.5007515569
2017-08-07,85,-12.708610693799999
2017-08-08,85,7.266265836300001
2017-08-09,85,88.0777324457
2017-08-10,85,38.8318660084
2017-08-11,85,66.8672965433
2017-08-12,85,-55.511917543399996
2017-08-13,85,-1.5003220958000003
2017-08-14,85,12.708610694
2017-08-15,85,105.99334335420001
2017-08-16,85,115.8778183384
2017-08-17,85,33.418939231399996
2017-08-18,85,41.27356667400001
2017-08-19,85,7.678118960799999
2017-08-20,85,58.365471333600006
2017-08-21,85,44.3036289458
2017-08-22,85,31.859780974999996
2017-08-23,85,7.8546274423
2017-08-24,85,45.3332617568
2017-08-25,85,141.0302770028
2017-08-26,85,-125.9976379643
2017-08-27,85,-19.0040798797
2017-08-28,85,-26.7116169206
2017-08-29,85,37.3315439124
2017-08-30,85,136.23512991229998
2017-08-31,85,14.032424307599998
2017-09-01,85,75.0455228689
2017-09-02,85,-26.976379643299996
2017-09-03,85,-25.1230405838
2017-09-04,85,-68.24994631710001
2017-09-05,85,197.7189177585
2017-09-06,85,218.0762293327
2017-09-07,85,137.9119604897
2017-09-08,85,252.2306205713
2017-09-09,85,137.2941808029
2017-09-10,85,-97.8739531887
2017-09-11,85,63.572471548100005
2017-09-12,85,-71.95662443590001
2017-09-13,85,461.0401546062
2017-09-14,85,-222.57719561919998
2017-09-15,85,256.7610049395
2017-09-16,85,77.4283873741
2017-09-17,85,11.208288597799994
2017-09-18,85,-290.41528881240004
2017-09-19,85,224.9306420451
2017-09-20,85,-20.298475413300004
2017-09-21,85,108.2585355383
2017-09-22,85,184.6572901013
2017-09-23,85,-64.8962851619
2017-09-24,85,93.2553145803
2017-09-25,85,240.8164054122
2017-09-26,85,140.1183165133
2017-09-27,85,13.355808460499999
2017-09-28,85,67.13205926580001
2017-09-29,85,254.525230836
2017-09-30,85,193.3356237923
2017-10-01,85,47.3631092982
2017-10-02,85,212.72213871600002
2017-10-03,85,197.83659008
2017-10-04,85,207.66222890280002
2017-10-05,85,493.48829718720003
2017-10-06,85,
2017-10-07,85,407.4698303632
2017-10-08,85,60.6894996779
2017-10-09,85,148.1788705178
2017-10-10,85,114.40691432349999
2017-10-11,85,205.367618639
2017-10-12,85,259.7910672106
2017-10-13,85,90.6371054326
2017-10-14,85,164.3588146878
2017-10-15,85,108.90573330519999
2017-10-16,85,285.3259609196
2017-10-17,85,67.42624006919999
2017-10-18,85,70.66222890359998
2017-10-19,85,287.8853339058
2017-10-20,85,147.796435474
2017-10-21,85,79.1052179516
2017-10-22,85,221.8417436117
2017-10-23,85,-12.3555937295
2017-10-24,85,-38.802447927599985
2017-10-25,85,510.90380073020003
2017-10-26,85,152.768091046
2017-10-27,85,-48.06914322500001
2017-10-28,85,58.806742538600005
2017-10-29,85,54.9823920981
2017-10-30,85,293.12175220160003
2017-10-31,85,144.5604466398
2017-11-01,85,322.8045952333
2017-11-02,85,-80.1642688423
2017-11-03,85,257.1140219028
2017-11-04,85,-169.0657075371
2017-11-05,85,-94.9027270772
2017-11-06,85,42.450289886099995
2017-11-07,85,494.7826927209
2017-11-08,85,134.2347004512
2017-11-09,85,
2017-11-10,85,262.321022117
2017-11-11,85,90.37234270990001
2017-11-12,85,-16.444706892800003
2017-11-13,85,-208.75069787440003
2017-11-14,85,-142.9130341422
2017-11-15,85,302.6237921406
2017-11-16,85,427.85656001760003
2017-11-17,85,117.55464891589999
2017-11-18,85,-142.7071075801
2017-11-19,85,65.6023190897
2017-11-20,85,410.4704745549
2017-11-21,85,121.34958127600001
2017-11-22,85,279.00107365310004
2017-11-23,85,66.95555078430002
2017-11-24,85,176.71440841800003
2017-11-25,85,17.003650418699994
2017-11-26,85,115.495383294
2017-11-27,85,-126.9095984542
2017-11-28,85,-59.7187030272
2017-11-29,85,-27.8000858918
2017-11-30,85,291.97444706929997
2017-12-01,85,33.3895211519
2017-12-02,85,53.540906162799985
2017-12-03,85,400.35273462483786
2017-12-04,85,-229.0491732878
2017-12-05,85,681.3815761225
2017-12-06,85,594.0687137655
2017-12-07,85,125.3504401979
2017-12-08,85,-196.8952115094
2017-12-09,85,372.9624221603
2017-12-10,85,-34.5368262826
2017-12-11,85,929.4936654503
2017-12-12,85,220.7238565598
2017-12-13,85,207.8975735456
2017-12-14,85,222.98904874450002
2017-12-15,85,461.6285162111
2017-12-16,85,9.296113377900005
2017-12-17,85,234.57977238529998
2017-12-18,85,689.0891131629
2017-12-19,85,170.56602963249998
2017-12-20,85,868.7159115302
2017-12-21,85,485.3100708611
2017-12-22,85,686.7945028987
2017-12-23,85,282.2076444063
2017-12-24,85,-77.4578054539
2017-12-25,85,483.6332402834
2017-12-26,85,486.486794073
2017-12-27,85,725.5675327458
2017-12-28,85,1288.8649345076
2017-12-29,85,726.5089113162
2017-12-30,85,400.2035645267
2017-12-31,85,316.5679622071
2018-01-01,85,76.98711616909999
2018-01-02,85,104.728365901
2018-01-03,85,-150.8264977454
2018-01-04,85,160.858063131
2018-01-05,85,168.4479278504
2018-01-06,85,113.9950611987
2018-01-07,85,6.854412712200002
2018-01-08,85,121.34958127539998
2018-01-09,85,290.3858707334
2018-01-10,85,497.1949753059
2018-01-11,85,98.49173287549999
2018-01-12,85,416.560017179
2018-01-13,85,-111.0532531672
2018-01-14,85,-17.91561090839999
2018-01-15,85,-38.47884904379999
2018-01-16,85,142.795361821
2018-01-17,85,294.6809104575
2018-01-18,85,143.1483787836
2018-01-19,85,538.0272707752
2018-01-20,85,400.35273462483786
2018-01-21,85,-24.299334335400005
2018-01-22,85,426.9740176072
2018-01-23,85,315.1264762727
2018-01-24,85,-306.6246510628
2018-01-25,85,304.12411423689997
2018-01-26,85,22.328322954199987
2018-01-27,85,34.5368262832
2018-01-28,85,77.3107150525
2018-01-29,85,537.2035645262
2018-01-30,85,373.5802018464
2018-01-31,85,185.3927421082
2018-02-01,85,573.4760575474
2018-02-02,85,543.9697229979
2018-02-03,85,366.9022976164
2018-02-04,85,155.62164483560002
2018-02-05,85,437.8881254027
2018-02-06,85,271.8818982177
2018-02-07,85,606.9244148588
2018-02-08,85,-6.560231908899972
2018-02-09,85,431.5632381367
2018-02-10,85,137.82370624840001
2018-02-11,85,111.5827786132
2018-02-12,85,912.5782692719
2018-02-13,85,505.9615632382
2018-02-14,85,195.8655786985
2018-02-15,85,696.7083959631
2018-02-16,85,309.0075155673
2018-02-17,85,81.87051750029998
2018-02-18,85,82.0470259821
2018-02-19,85,-297.59330040770004
2018-02-20,85,545.0287738886
2018-02-21,85,444.4189392313
2018-02-22,85,633.4006871375
2018-02-23,85,228.5784840028
2018-02-24,85,317.5387588574
2018-02-25,85,63.9549065923
2018-02-26,85,-211.1335623788
2018-02-27,85,462.0697874165
2018-02-28,85,941.054971012
2018-03-01,85,315.6854197986
2018-03-02,85,400.35273462483786
2018-03-03,85,227.3429246292
2018-03-04,85,116.5544341846
2018-03-05,85,1132.6255099851
2018-03-06,85,528.8194116393
2018-03-07,85,1385.4739102418
2018-03-08,85,441.5653854411
2018-03-09,85,197.7777539189
2018-03-10,85,46.539403049200004
2018-03-11,85,-66.4554434186
2018-03-12,85,310.566673825
2018-03-13,85,33.9484646769
2018-03-14,85,319.2155894348
2018-03-15,85,547.2939660721
2018-03-16,85,625.546059696
2018-03-17,85,31.536182091700006
2018-03-18,85,-35.595877173999995
2018-03-19,85,477.95555078399997
2018-03-20,85,333.89521150999997
2018-03-21,85,244.5230835308
2018-03-22,85,301.241142367
2018-03-23,85,370.0794502894
2018-03-24,85,-681.4109942021
2018-03-25,85,248.788705175
2018-03-26,85,307.3306849905
2018-03-27,85,256.1432252518
2018-03-28,85,-236.96263688979997
2018-03-29,85,81.34099205499999
2018-03-30,85,534.1440841745
2018-03-31,85,132.1460167486
2018-04-01,85,32.2127979383
2018-04-02,85,347.7805454164
2018-04-03,85,776.5490659233001
2018-04-04,85,222.40068713780002
2018-04-05,85,758.2510199706
2018-04-06,85,279.6188533398
2018-04-07,85,-59.42452222439999
2018-04-08,85,188.7169851836
2018-04-09,85,310.625509985
2018-04-10,85,971.5321022122
2018-04-11,85,922.9628516209
2018-04-12,85,194.7476916462
2018-04-13,85,99.5802018461
2018-04-14,85,60.6600815971
2018-04-15,85,-5.2952544556
2018-04-16,85,379.46381790820004
2018-04-17,85,653.58149023
2018-04-18,85,233.72664805649998
2018-04-19,85,284.53167275109996
2018-04-20,85,394.6435473487
2018-04-21,85,94.108438909
2018-04-22,85,-35.1546059695
2018-04-23,85,275.70624865800005
2018-04-24,85,239.8161906801
2018-04-25,85,348.8984324676
2018-04-26,85,913.3431393598
2018-04-27,85,994.4193686923
2018-04-28,85,60.01288383040001
2018-04-29,85,218.7234270995
2018-04-30,85,206.191324887
2018-05-01,85,112.9654283873
2018-05-02,85,82.282370625
2018-05-03,85,407.9405196477
2018-05-04,85,703.092119391
2018-05-05,85,225.8426025337
2018-05-06,85,-32.6540691432
2018-05-07,85,722.1256173507
2018-05-08,85,560.0908310068
2018-05-09,85,
2018-05-10,85,805.0846038221
2018-05-11,85,724.5673180151
2018-05-12,85,6.97208503340001
2018-05-13,85,805.8200558295999
2018-05-14,85,665.9959201208
2018-05-15,85,145.1193901657
2018-05-16,85,810.6740390813001
2018-05-17,85,222.4006871376
2018-05-18,85,629.7528451794
2018-05-19,85,17.356667382500003
2018-05-20,85,402.86590079454
2018-05-21,85,338.3667597166
2018-05-22,85,659.8181232563
2018-05-23,85,437.7410350005
2018-05-24,85,264.6450504614
2018-05-25,85,358.8123255308
2018-05-26,85,512.6100493883
2018-05-27,85,94.284947391
2018-05-28,85,455.5389735879
2018-05-29,85,467.8945673187
2018-05-30,85,488.4578054543
2018-05-31,85,852.9478204851
2018-06-01,85,1013.27635817
2018-06-02,85,587.3025552928
2018-06-03,85,56.2473695513
2018-06-04,85,298.6229332187
2018-06-05,85,1090.8518359451
2018-06-06,85,922.9628516212
2018-06-07,85,493.04702598200004
2018-06-08,85,309.8900579764
2018-06-09,85,1113.121322739
2018-06-10,85,412.4414859354
2018-06-11,85,167.3888769593
2018-06-12,85,52.0111659866
2018-06-13,85,-121.93794288159998
2018-06-14,85,1027.2499463172
2018-06-15,85,1237.7363109301
2018-06-16,85,159.2106506339
2018-06-17,85,77.8696585785
2018-06-18,85,778.3141507413
2018-06-19,85,500.6368907026
2018-06-20,85,393.2608975731
2018-06-21,85,613.2198840457
2018-06-22,85,653.1108009447
2018-06-23,85,24.505260897299998
2018-06-24,85,233.93257461870002
2018-06-25,85,1147.4816405411
2018-06-26,85,262.4681125189
2018-06-27,85,371.3150096631
2018-06-28,85,541.2338415297
2018-06-29,85,1274.9796006012
2018-06-30,85,230.6083315441
2018-07-01,85,92.5786987328
2018-07-02,85,757.3978956405999
2018-07-03,85,847.7702383508
2018-07-04,85,476.63173717020004
2018-07-05,85,923.4041228256
2018-07-06,85,759.1923985399
2018-07-07,85,-361.13635387579995
2018-07-08,85,-30.859566244499998
2018-07-09,85,690.4423448575
2018-07-10,85,440.3004079883
2018-07-11,85,711.5939446001
2018-07-12,85,494.0178226326
2018-07-13,85,939.4075585134
2018-07-14,85,341.7204208715
2018-07-15,85,476.4258106071
2018-07-16,85,998.5084818555999
2018-07-17,85,837.32681984
2018-07-18,85,713.5649559808
2018-07-19,85,327.393815761
2018-07-20,85,1276.5975950186
2018-07-21,85,323.6283014817
2018-07-22,85,81.8999355811
2018-07-23,85,551.3830792356999
2018-07-24,85,523.9654283877001
2018-07-25,85,788.4045522872
2018-07-26,85,589.0382220309
2018-07-27,85,752.4262400697
2018-07-28,85,146.413785699
2018-07-29,85,317.0974876527
2018-07-30,85,747.072149453
2018-07-31,85,708.0637749624
2018-08-01,85,373.3154391243
2018-08-02,85,584.1254026203001
2018-08-03,85,693.5312432896
2018-08-04,85,193.0708610692
2018-08-05,85,176.62615417630002
2018-08-06,85,263.93901653620003
2018-08-07,85,389.43654713340004
2018-08-08,85,1475.963925274
2018-08-09,85,313.74382649800003
2018-08-10,85,354.6643762086
2018-08-11,85,297.387373846
2018-08-12,85,128.05690358569998
2018-08-13,85,1164.2205282375
2018-08-14,85,656.8174790642
2018-08-15,85,471.57182735680004
2018-08-16,85,769.3710543266
2018-08-17,85,473.5134206572
2018-08-18,85,65.01395748360001
2018-08-19,85,137.14709040190002
2018-08-20,85,265.9982821558
2018-08-21,85,793.2879536172001
2018-08-22,85,529.0253382012
2018-08-23,85,486.7515567964
2018-08-24,85,1081.585140648
2018-08-25,85,126.5859995705
2018-08-26,85,-68.6029632812
2018-08-27,85,653.9050891127999
2018-08-28,85,-227.66652351259998
2018-08-29,85,-58.0418724503
2018-08-30,85,567.0040798795
2018-08-31,85,1042.900365041
2018-09-01,85,138.8827571393
2018-09-02,85,-116.7015245868
2018-09-03,85,835.4146446215
2018-09-04,85,202.01395748349998
2018-09-05,85,896.7807601462
2018-09-06,85,657.729439553
2018-09-07,85,761.9282800089001
2018-09-08,85,475.3079235554
2018-09-09,85,26.270345716200023
2018-09-10,85,436.2701309861
2018-09-11,85,985.4174361175
2018-09-12,85,846.5640970578
2018-09-13,85,-192.77668026579997
2018-09-14,85,1491.7320163193
2018-09-15,85,76.3105003219
2018-09-16,85,244.199484647
2018-09-17,85,443.830577625
2018-09-18,85,593.6568606397
2018-09-19,85,-26.47627227729999
2018-09-20,85,1113.8861928272
2018-09-21,85,978.357096844
2018-09-22,85,266.9102426458
2018-09-23,85,223.7539188318
2018-09-24,85,661.7008803949
2018-09-25,85,1058.050676401
2018-09-26,85,348.0747262173
2018-09-27,85,846.9759501825
2018-09-28,85,557.2078591354
2018-09-29,85,489.163839381
2018-09-30,85,306.4481425805
2017-08-01,86,98.37406055379999
2017-08-02,86,
2017-08-03,86,8.531243289899999
2017-08-04,86,-140.2359888339
2017-08-05,86,78.2520936227
2017-08-06,86,59.424522224600004
2017-08-07,86,71.2211724288
2017-08-08,86,39.420227614299996
2017-08-09,86,-1.6179944168999982
2017-08-10,86,47.0100923343
2017-08-11,86,9.590294180899997
2017-08-12,86,7.560446639399999
2017-08-13,86,15.091475198500001
2017-08-14,86,-262.7622933214
2017-08-15,86,66.6025338203
